grid_index,q_bohr_inv,theta_deg,omega_eV,S_q_theta_omega
0,0.05,0.0,6.203101550775387,3.3973669370988577e-06
0,0.05,0.0,6.24312156078039,3.4360263874237663e-06
0,0.05,0.0,6.283141570785393,3.475369255264222e-06
0,0.05,0.0,6.323161580790395,3.5154120378203613e-06
0,0.05,0.0,6.3631815907953975,3.556171738811172e-06
0,0.05,0.0,6.4032016008004,3.597665887390759e-06
0,0.05,0.0,6.443221610805402,3.639912557898008e-06
0,0.05,0.0,6.483241620810405,3.682930390482008e-06
0,0.05,0.0,6.523261630815408,3.7267386126480494e-06
0,0.05,0.0,6.56328164082041,3.771357061771593e-06
0,0.05,0.0,6.603301650825412,3.816806208630412e-06
0,0.05,0.0,6.643321660830415,3.863107182008023e-06
0,0.05,0.0,6.683341670835418,3.9102817944246925e-06
0,0.05,0.0,6.72336168084042,3.958352569055661e-06
0,0.05,0.0,6.7633816908454225,4.007342767899787e-06
0,0.05,0.0,6.803401700850425,4.05727642126566e-06
0,0.05,0.0,6.843421710855427,4.1081783586462755e-06
0,0.05,0.0,6.88344172086043,4.160074241057764e-06
0,0.05,0.0,6.923461730865433,4.2129905949222805e-06
0,0.05,0.0,6.963481740870435,4.266954847580173e-06
0,0.05,0.0,7.003501750875437,4.321995364521843e-06
0,0.05,0.0,7.04352176088044,4.378141488435397e-06
0,0.05,0.0,7.083541770885443,4.435423580172393e-06
0,0.05,0.0,7.123561780890445,4.493873061740299e-06
0,0.05,0.0,7.1635817908954476,4.553522461437558e-06
0,0.05,0.0,7.20360180090045,4.614405461254408e-06
0,0.05,0.0,7.243621810905452,4.676556946670813e-06
0,0.05,0.0,7.283641820910455,4.740013058991437e-06
0,0.05,0.0,7.323661830915458,4.804811250366865e-06
0,0.05,0.0,7.36368184092046,4.870990341660302e-06
0,0.05,0.0,7.403701850925462,4.938590583329561e-06
0,0.05,0.0,7.443721860930465,5.007653719505829e-06
0,0.05,0.0,7.483741870935468,5.078223055462972e-06
0,0.05,0.0,7.52376188094047,5.150343528684517e-06
0,0.05,0.0,7.563781890945473,5.224061783749834e-06
0,0.05,0.0,7.603801900950475,5.299426251276535e-06
0,0.05,0.0,7.643821910955477,5.376487231172762e-06
0,0.05,0.0,7.6838419209604805,5.455296980471093e-06
0,0.05,0.0,7.723861930965483,5.535909806035249e-06
0,0.05,0.0,7.763881940970485,5.618382162451801e-06
0,0.05,0.0,7.8039019509754874,5.70277275544177e-06
0,0.05,0.0,7.84392196098049,5.789142651151613e-06
0,0.05,0.0,7.883941970985492,5.877555391709682e-06
0,0.05,0.0,7.923961980990495,5.9680771174629784e-06
0,0.05,0.0,7.963981990995498,6.060776696340336e-06
0,0.05,0.0,8.0040020010005,6.155725860821939e-06
0,0.05,0.0,8.044022011005502,6.252999353031738e-06
0,0.05,0.0,8.084042021010506,6.352675078509385e-06
0,0.05,0.0,8.124062031015507,6.454834269261333e-06
0,0.05,0.0,8.16408204102051,6.559561656738211e-06
0,0.05,0.0,8.204102051025513,6.666945655436424e-06
0,0.05,0.0,8.244122061030515,6.777078557878115e-06
0,0.05,0.0,8.284142071035518,6.890056741784119e-06
0,0.05,0.0,8.32416208104052,7.005980890321001e-06
0,0.05,0.0,8.364182091045523,7.124956226375668e-06
0,0.05,0.0,8.404202101050526,7.247092761889827e-06
0,0.05,0.0,8.444222111055527,7.372505563373262e-06
0,0.05,0.0,8.48424212106053,7.501315034809131e-06
0,0.05,0.0,8.524262131065532,7.63364721926794e-06
0,0.05,0.0,8.564282141070535,7.769634120660364e-06
0,0.05,0.0,8.604302151075537,7.909414047183058e-06
0,0.05,0.0,8.64432216108054,8.053131978148314e-06
0,0.05,0.0,8.684342171085543,8.200939956037917e-06
0,0.05,0.0,8.724362181090545,8.352997505786556e-06
0,0.05,0.0,8.764382191095548,8.509472083481335e-06
0,0.05,0.0,8.80440220110055,8.670539556863376e-06
0,0.05,0.0,8.844422211105552,8.836384720238158e-06
0,0.05,0.0,8.884442221110556,9.007201846643612e-06
0,0.05,0.0,8.924462231115557,9.183195280393821e-06
0,0.05,0.0,8.96448224112056,9.364580073412766e-06
0,0.05,0.0,9.004502251125562,9.55158266910095e-06
0,0.05,0.0,9.044522261130565,9.744441637842076e-06
0,0.05,0.0,9.084542271135568,9.943408468660278e-06
0,0.05,0.0,9.12456228114057,1.0148748421987208e-05
0,0.05,0.0,9.164582291145573,1.0360741448996385e-05
0,0.05,0.0,9.204602301150574,1.0579683183517035e-05
0,0.05,0.0,9.244622311155577,1.0805886013157914e-05
0,0.05,0.0,9.28464232116058,1.1039680236960702e-05
0,0.05,0.0,9.324662331165582,1.1281415317673127e-05
0,0.05,0.0,9.364682341170585,1.1531461237592773e-05
0,0.05,0.0,9.404702351175587,1.1790209967896704e-05
0,0.05,0.0,9.44472236118059,1.2058077062453514e-05
0,0.05,0.0,9.484742371185593,1.2335503388327088e-05
0,0.05,0.0,9.524762381190595,1.262295700654631e-05
0,0.05,0.0,9.564782391195598,1.2920935218249876e-05
0,0.05,0.0,9.6048024012006,1.3229966793046202e-05
0,0.05,0.0,9.644822411205602,1.3550614398383175e-05
0,0.05,0.0,9.684842421210606,1.3883477250930104e-05
0,0.05,0.0,9.724862431215607,1.4229194013476978e-05
0,0.05,0.0,9.76488244122061,1.4588445963691372e-05
0,0.05,0.0,9.804902451225612,1.4961960464295456e-05
0,0.05,0.0,9.844922461230615,1.5350514767891108e-05
0,0.05,0.0,9.884942471235618,1.5754940193837344e-05
0,0.05,0.0,9.92496248124062,1.6176126719353173e-05
0,0.05,0.0,9.964982491245623,1.661502803247137e-05
0,0.05,0.0,10.005002501250624,1.707266710071528e-05
0,0.05,0.0,10.045022511255628,1.7550142316541608e-05
0,0.05,0.0,10.08504252126063,1.804863428883637e-05
0,0.05,0.0,10.125062531265632,1.8569413359252773e-05
0,0.05,0.0,10.165082541270635,1.911384793314791e-05
0,0.05,0.0,10.205102551275637,1.9683413727565853e-05
0,0.05,0.0,10.24512256128064,2.0279704053429252e-05
0,0.05,0.0,10.285142571285643,2.0904441266197496e-05
0,0.05,0.0,10.325162581290645,2.1559489539163057e-05
0,0.05,0.0,10.365182591295648,2.2246869136800216e-05
0,0.05,0.0,10.40520260130065,2.2968772392779592e-05
0,0.05,0.0,10.445222611305653,2.3727581629168495e-05
0,0.05,0.0,10.485242621310656,2.4525889290858563e-05
0,0.05,0.0,10.525262631315657,2.5366520613509687e-05
0,0.05,0.0,10.56528264132066,2.625255919561373e-05
0,0.05,0.0,10.605302651325662,2.7187375907312374e-05
0,0.05,0.0,10.645322661330665,2.8174661642370888e-05
0,0.05,0.0,10.685342671335668,2.921846450769091e-05
0,0.05,0.0,10.72536268134067,3.032323215001823e-05
0,0.05,0.0,10.765382691345673,3.1493860045858076e-05
0,0.05,0.0,10.805402701350674,3.2735746732790136e-05
0,0.05,0.0,10.845422711355678,3.405485714428681e-05
0,0.05,0.0,10.88544272136068,3.545779543319169e-05
0,0.05,0.0,10.925462731365682,3.695188894056163e-05
0,0.05,0.0,10.965482741370685,3.854528529842205e-05
0,0.05,0.0,11.005502751375687,4.024706506216519e-05
0,0.05,0.0,11.04552276138069,4.206737277002093e-05
0,0.05,0.0,11.085542771385693,4.401756994787392e-05
0,0.05,0.0,11.125562781390695,4.6110414349477523e-05
0,0.05,0.0,11.165582791395698,4.8360270686026956e-05
0,0.05,0.0,11.2056028014007,5.0783359308869975e-05
0,0.05,0.0,11.245622811405703,5.339805083537792e-05
0,0.05,0.0,11.285642821410706,5.622521664374628e-05
0,0.05,0.0,11.325662831415707,5.928864763138638e-05
0,0.05,0.0,11.36568284142071,6.261555679887302e-05
0,0.05,0.0,11.405702851425712,6.623718530962514e-05
0,0.05,0.0,11.445722861430715,7.018953698626494e-05
0,0.05,0.0,11.485742871435718,7.451427314995064e-05
0,0.05,0.0,11.52576288144072,7.925980885618134e-05
0,0.05,0.0,11.565782891445723,8.448266371695138e-05
0,0.05,0.0,11.605802901450724,9.024913672691108e-05
0,0.05,0.0,11.645822911455728,9.663739638724904e-05
0,0.05,0.0,11.685842921460731,0.00010374010716505421
0,0.05,0.0,11.725862931465732,0.00011166775413386947
0,0.05,0.0,11.765882941470736,0.00012055288416145597
0,0.05,0.0,11.805902951475737,0.000130555561077014
0,0.05,0.0,11.84592296148074,0.00014187044401950893
0,0.05,0.0,11.885942971485743,0.0001547360579122943
0,0.05,0.0,11.925962981490745,0.0001694470559577534
0,0.05,0.0,11.965982991495748,0.00018637061196406557
0,0.05,0.0,12.00600300150075,0.00020596858093176347
0,0.05,0.0,12.046023011505753,0.000228827817499097
0,0.05,0.0,12.086043021510754,0.00025570218362243915
0,0.05,0.0,12.126063031515757,0.0002875715346151392
0,0.05,0.0,12.16608304152076,0.00032572571137357383
0,0.05,0.0,12.206103051525762,0.00037188587786324317
0,0.05,0.0,12.246123061530765,0.000428382375930236
0,0.05,0.0,12.286143071535767,0.0004984190983148014
0,0.05,0.0,12.32616308154077,0.0005864713031454783
0,0.05,0.0,12.366183091545773,0.0006988890792538411
0,0.05,0.0,12.406203101550775,0.0008448119300614525
0,0.05,0.0,12.446223111555778,0.0010375264443604633
0,0.05,0.0,12.48624312156078,0.0012963474926317579
0,0.05,0.0,12.526263131565782,0.0016487057413932104
0,0.05,0.0,12.566283141570786,0.0021305041996187474
0,0.05,0.0,12.606303151575787,0.0027776358814780772
0,0.05,0.0,12.64632316158079,0.0035897790025660637
0,0.05,0.0,12.686343171585792,0.004442524814592777
0,0.05,0.0,12.726363181590795,0.0050086744228058444
0,0.05,0.0,12.766383191595798,0.004944160642873333
0,0.05,0.0,12.8064032016008,0.004293698190076468
0,0.05,0.0,12.846423211605803,0.003430287599198226
0,0.05,0.0,12.886443221610804,0.0026453934773499914
0,0.05,0.0,12.926463231615807,0.0020316597956690674
0,0.05,0.0,12.96648324162081,0.0015777121917541466
0,0.05,0.0,13.006503251625812,0.0012461395002340786
0,0.05,0.0,13.046523261630815,0.00100239797840402
0,0.05,0.0,13.086543271635817,0.0008206006294363448
0,0.05,0.0,13.12656328164082,0.0006825009286362041
0,0.05,0.0,13.166583291645823,0.0005755371979758086
0,0.05,0.0,13.206603301650825,0.0004912678705221011
0,0.05,0.0,13.246623311655828,0.00042398857626529246
0,0.05,0.0,13.28664332166083,0.000369652045778741
0,0.05,0.0,13.326663331665833,0.000325281747171415
0,0.05,0.0,13.366683341670836,0.0002886665063745777
0,0.05,0.0,13.406703351675837,0.00025815566827141155
0,0.05,0.0,13.44672336168084,0.00023250706828482952
0,0.05,0.0,13.486743371685842,0.00021077602557486544
0,0.05,0.0,13.526763381690845,0.00019223590489027634
0,0.05,0.0,13.566783391695848,0.00017632154836361172
0,0.05,0.0,13.60680340170085,0.00016258879257705186
0,0.05,0.0,13.646823411705853,0.00015068522132344325
0,0.05,0.0,13.686843421710854,0.00014032880129368256
0,0.05,0.0,13.726863431715858,0.000131292100458727
0,0.05,0.0,13.76688344172086,0.00012339050504684573
0,0.05,0.0,13.806903451725862,0.00011647333475503063
0,0.05,0.0,13.846923461730865,0.00011041708389299038
0,0.05,0.0,13.886943471735867,0.0001051202406314104
0,0.05,0.0,13.92696348174087,0.00010049929183425942
0,0.05,0.0,13.966983491745873,9.648562972177457e-05
0,0.05,0.0,14.007003501750875,9.302315377349858e-05
0,0.05,0.0,14.047023511755878,9.006641679430641e-05
0,0.05,0.0,14.08704352176088,8.757920464730695e-05
0,0.05,0.0,14.127063531765883,8.553346940677855e-05
0,0.05,0.0,14.167083541770886,8.390855881518167e-05
0,0.05,0.0,14.207103551775887,8.269070324581698e-05
0,0.05,0.0,14.24712356178089,8.187273659730853e-05
0,0.05,0.0,14.287143571785892,8.145404104123147e-05
0,0.05,0.0,14.327163581790895,8.144071848806949e-05
0,0.05,0.0,14.367183591795898,8.184600516665424e-05
0,0.05,0.0,14.4072036018009,8.269096106560131e-05
0,0.05,0.0,14.447223611805903,8.400548465952632e-05
0,0.05,0.0,14.487243621810904,8.582972730313347e-05
0,0.05,0.0,14.527263631815908,8.821601364835286e-05
0,0.05,0.0,14.56728364182091,9.1231418346042e-05
0,0.05,0.0,14.607303651825912,9.496121092447714e-05
0,0.05,0.0,14.647323661830915,9.95134688036738e-05
0,0.05,0.0,14.687343671835917,0.00010502528622339514
0,0.05,0.0,14.72736368184092,0.00011167119507339827
0,0.05,0.0,14.767383691845923,0.00011967469462301463
0,0.05,0.0,14.807403701850925,0.0001293242124359864
0,0.05,0.0,14.847423711855928,0.00014099547095483962
0,0.05,0.0,14.88744372186093,0.00015518324697517418
0,0.05,0.0,14.927463731865933,0.00017254710120414492
0,0.05,0.0,14.967483741870936,0.00019397817150687799
0,0.05,0.0,15.007503751875937,0.00022069811530233104
0,0.05,0.0,15.04752376188094,0.0002544075614106112
0,0.05,0.0,15.087543771885942,0.0002975109691468914
0,0.05,0.0,15.127563781890945,0.000353457976173821
0,0.05,0.0,15.167583791895948,0.00042725456078769646
0,0.05,0.0,15.20760380190095,0.000526190572299619
0,0.05,0.0,15.247623811905953,0.0006607242322632114
0,0.05,0.0,15.287643821910955,0.0008449902240292403
0,0.05,0.0,15.327663831915958,0.0010947864501551865
0,0.05,0.0,15.367683841920961,0.0014167472058637797
0,0.05,0.0,15.407703851925962,0.001777771886620225
0,0.05,0.0,15.447723861930966,0.0020635729695891556
0,0.05,0.0,15.487743871935967,0.0021151435359109214
0,0.05,0.0,15.52776388194097,0.0018967296635358272
0,0.05,0.0,15.567783891945972,0.0015440292961179337
0,0.05,0.0,15.607803901950975,0.0011998562755066253
0,0.05,0.0,15.647823911955978,0.0009228671577333024
0,0.05,0.0,15.68784392196098,0.0007159012725845224
0,0.05,0.0,15.727863931965983,0.0005644212544678401
0,0.05,0.0,15.767883941970984,0.00045319589170416194
0,0.05,0.0,15.807903951975987,0.00037044300776918035
0,0.05,0.0,15.84792396198099,0.00030783345775353476
0,0.05,0.0,15.887943971985992,0.0002596329530447603
0,0.05,0.0,15.927963981990995,0.00022189901597246127
0,0.05,0.0,15.967983991995997,0.00019189539571251807
0,0.05,0.0,16.008004002001,0.00016769625355070295
0,0.05,0.0,16.048024012006003,0.0001479247953979147
0,0.05,0.0,16.088044022011005,0.00013158104482681495
0,0.05,0.0,16.128064032016006,0.0001179274998685936
0,0.05,0.0,16.16808404202101,0.00010641230936216349
0,0.05,0.0,16.208104052026012,9.661694206691415e-05
0,0.05,0.0,16.248124062031014,8.822002834848162e-05
0,0.05,0.0,16.28814407203602,8.097202652129511e-05
0,0.05,0.0,16.32816408204102,7.467724199815494e-05
0,0.05,0.0,16.36818409204602,6.918092035117103e-05
0,0.05,0.0,16.408204102051027,6.435990358153205e-05
0,0.05,0.0,16.448224112056028,6.011584252858033e-05
0,0.05,0.0,16.48824412206103,5.6370297483223565e-05
0,0.05,0.0,16.52826413206603,5.306129755571986e-05
0,0.05,0.0,16.568284142071036,5.01411091863878e-05
0,0.05,0.0,16.608304152076037,4.757511237535524e-05
0,0.05,0.0,16.64832416208104,4.5341807867443784e-05
0,0.05,0.0,16.688344172086044,4.3434037021422994e-05
0,0.05,0.0,16.728364182091045,4.186127488310048e-05
0,0.05,0.0,16.768384192096047,4.065158524638601e-05
0,0.05,0.0,16.808404202101052,3.9847157932353854e-05
0,0.05,0.0,16.848424212106053,3.9474133287638707e-05
0,0.05,0.0,16.888444222111055,3.944585292464404e-05
0,0.05,0.0,16.928464232116056,3.93922284338186e-05
0,0.05,0.0,16.96848424212106,3.866996459394338e-05
0,0.05,0.0,17.008504252126063,3.6933340554772805e-05
0,0.05,0.0,17.048524262131064,3.457442039423929e-05
0,0.05,0.0,17.08854427213607,3.220575941813683e-05
0,0.05,0.0,17.12856428214107,3.014127301207754e-05
0,0.05,0.0,17.168584292146072,2.842717763424349e-05
0,0.05,0.0,17.208604302151073,2.7009466143876566e-05
0,0.05,0.0,17.24862431215608,2.582111271446612e-05
0,0.05,0.0,17.28864432216108,2.4807384449876995e-05
0,0.05,0.0,17.32866433216608,2.392827911877519e-05
0,0.05,0.0,17.368684342171086,2.3155413786307276e-05
0,0.05,0.0,17.408704352176088,2.246862063596411e-05
0,0.05,0.0,17.44872436218109,2.1853360030931357e-05
0,0.05,0.0,17.488744372186094,2.1298942106577946e-05
0,0.05,0.0,17.528764382191095,2.0797341642544835e-05
0,0.05,0.0,17.568784392196097,2.0342411736917967e-05
0,0.05,0.0,17.6088044022011,1.992935811873266e-05
0,0.05,0.0,17.648824412206103,1.955438307687322e-05
0,0.05,0.0,17.688844422211105,1.9214440529260185e-05
0,0.05,0.0,17.728864432216106,1.890706482762059e-05
0,0.05,0.0,17.76888444222111,1.8630249241920264e-05
0,0.05,0.0,17.808904452226113,1.8382358496103776e-05
0,0.05,0.0,17.848924462231114,1.8162065077212502e-05
0,0.05,0.0,17.88894447223612,1.7968302472321344e-05
0,0.05,0.0,17.92896448224112,1.7800230719109303e-05
0,0.05,0.0,17.968984492246122,1.7657211129162293e-05
0,0.05,0.0,18.009004502251123,1.753878803356631e-05
0,0.05,0.0,18.04902451225613,1.7444676081087972e-05
0,0.05,0.0,18.08904452226113,1.7374752101048775e-05
0,0.05,0.0,18.12906453226613,1.7329050898748533e-05
0,0.05,0.0,18.169084542271136,1.730776463120591e-05
0,0.05,0.0,18.209104552276138,1.7311245652642e-05
0,0.05,0.0,18.24912456228114,1.7340012954776727e-05
0,0.05,0.0,18.289144572286144,1.7394762589840125e-05
0,0.05,0.0,18.329164582291146,1.74763827952517e-05
0,0.05,0.0,18.369184592296147,1.7585974995999052e-05
0,0.05,0.0,18.40920460230115,1.7724882531087104e-05
0,0.05,0.0,18.449224612306153,1.7894729967804015e-05
0,0.05,0.0,18.489244622311155,1.8097477429299192e-05
0,0.05,0.0,18.529264632316156,1.833549671846714e-05
0,0.05,0.0,18.56928464232116,1.8611679336262606e-05
0,0.05,0.0,18.609304652326163,1.8929590170635043e-05
0,0.05,0.0,18.649324662331164,1.929368079413746e-05
0,0.05,0.0,18.68934467233617,1.9709557064288094e-05
0,0.05,0.0,18.72936468234117,2.0184201767690082e-05
0,0.05,0.0,18.769384692346172,2.0725719701413573e-05
0,0.05,0.0,18.809404702351173,2.1341257526549955e-05
0,0.05,0.0,18.84942471235618,2.2030401468683985e-05
0,0.05,0.0,18.88944472236118,2.2774346361308875e-05
0,0.05,0.0,18.92946473236618,2.3539309448082436e-05
0,0.05,0.0,18.969484742371186,2.4315817143372437e-05
